Geneid	Chr	Start	End	Strand	Length	SYMBOL
ENSG00000089472	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	65382391;65384109;65389749;65390969;65392197;65393431;65408201;65409526;65411972;65413344;65414940;65417525;65418720;65420294;65423206;65427037;65427957;65474877;65475947;65478682;65479942;65483486;65486282	65382718;65384312;65390579;65391110;65392441;65393643;65408383;65409780;65412140;65413480;65415071;65417736;65418870;65420594;65423419;65427176;65428103;65474983;65476172;65478821;65480104;65483530;65488709	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7113	HEPH
ENSG00000090104	1;1;1	192544857;192545904;192548267	192545896;192548085;192549161	+;+;+	4117	RGS1
ENSG00000090376	12;12;12;12;12;12;12;12;12;12;12;12;12	66582659;66590660;66597491;66603236;66603927;66605226;66610951;66620503;66622032;66638266;66638728;66638878;66641475	66583212;66592000;66597673;66603300;66603981;66605377;66611015;66620617;66622150;66638464;66638790;66639042;66648402	+;+;+;+;+;+;+;+;+;+;+;+;+	10004	IRAK3
ENSG00000090382	12;12;12;12	69742121;69743888;69746000;69746933	69742324;69744286;69746078;69748014	+;+;+;+	1764	LYZ
ENSG00000090554	19;19;19;19;19;19;19;19;19;19;19	49977464;49977818;49978931;49979366;49979680;49982166;49982947;49983555;49983809;49985132;49989221	49977538;49977929;49979058;49979455;49979987;49982304;49983002;49983733;49984838;49985648;49989488	+;+;+;+;+;+;+;+;+;+;+	2902	FLT3LG
ENSG00000090889	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	69509879;69510288;69510541;69516848;69518963;69521750;69522154;69549255;69550007;69553478;69561649;69563553;69563727;69572450;69573472;69594001;69595054;69595950;69606468;69607034;69615521;69615799;69622416;69623714;69624565;69625678;69626109;69626743;69635184;69637738;69639511;69639912	69510185;69510428;69510655;69517038;69519052;69521916;69522248;69549371;69550182;69553539;69561781;69563611;69563832;69572506;69573657;69594104;69595198;69596060;69606551;69607147;69615676;69615899;69622545;69623884;69624672;69625755;69626204;69626925;69635312;69637854;69639633;69640682	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4723	KIF4A
ENSG00000091106	2;2;2;2;2;2;2;2;2;2	32449522;32460470;32461316;32463201;32466102;32474676;32477488;32481844;32489807;32490656	32449834;32460637;32461408;32463371;32466194;32476670;32477748;32481962;32489949;32490923	-;-;-;-;-;-;-;-;-;-	3624	NLRC4
ENSG00000091129	7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7	107788068;107791140;107796832;107799908;107800806;107807366;107808722;107815767;107816875;107817152;107818435;107820667;107822266;107823139;107824685;107824861;107830089;107831698;107832173;107834468;107834706;107836205;107838400;107847672;107849865;107864169;107866089;107866652;107871475;107872770;107875027;107875216;107875276;107878196;107880403;107883491;107953109;107953648;107968865;108039880;108096687;108097114	107790592;107791198;107797082;107799986;107800937;107807518;107808847;107815802;107817051;107817218;107818559;107820871;107822381;107823364;107824755;107825058;107830190;107831727;107832297;107834615;107834872;107836316;107838543;107848103;107850049;107864280;107866145;107866822;107871597;107872966;107875132;107875219;107875289;107878213;107880614;107883684;107953175;107953739;107969099;108040037;108096826;108097161	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7939	NRCAM
ENSG00000091136	7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7;7	107564244;107564675;107566628;107569509;107571801;107572619;107575801;107576724;107577535;107580434;107582844;107591546;107592454;107593975;107595912;107599694;107599951;107600890;107601651;107601994;107603350;107604997;107613437;107615431;107615679;107616134;107618492;107621054;107626467;107626620;107635332;107638802;107642003;107642572;107643294	107564532;107564834;107566804;107570422;107571945;107573069;107576101;107576818;107577722;107581009;107583064;107591767;107592668;107594199;107596075;107599925;107600279;107601094;107601774;107602121;107603508;107605132;107613516;107615543;107615858;107616322;107618612;107621256;107626530;107626808;107635405;107638937;107642472;107642829;107643700	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8140	LAMB1
ENSG00000091181	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	3111233;3116466;3118215;3131655;3133488;3136983;3139554;3139821;3143376;3144359;3146587;3147152;3150234;3151595;3168244	3111995;3116550;3118311;3131940;3134046;3137128;3139741;3139974;3143514;3144504;3146671;3147220;3150375;3152058;3168297	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3377	IL5RA
ENSG00000091513	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	133464800;133465994;133466984;133472439;133473339;133474207;133475126;133475675;133476613;133478019;133483026;133483719;133485122;133486873;133489352;133491596;133495893	133465327;133466128;133467513;133472924;133473515;133474655;133475181;133475853;133476790;133478173;133483119;133483751;133485277;133487008;133489800;133494461;133497850	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8565	TF
ENSG00000091879	8;8;8;8;8;8;8;8;8	6357172;6365085;6371199;6372198;6377385;6378699;6385076;6389853;6420168	6360782;6366583;6371365;6372299;6377515;6378931;6385197;6390008;6420930	-;-;-;-;-;-;-;-;-	6784	ANGPT2
ENSG00000091972	3;3;3;3;3;3;3;3	112051194;112051688;112054673;112059749;112063809;112066405;112068559;112080390	112051548;112052071;112054864;112059830;112064135;112066677;112068666;112081659	+;+;+;+;+;+;+;+	2991	CD200
ENSG00000091986	3;3;3;3;3;3;3;3;3;3	112323407;112326023;112328825;112335557;112337815;112348960;112356875;112359174;112362109;112368163	112324610;112326103;112329127;112335705;112337951;112349116;112358763;112360147;112362304;112368377	-;-;-;-;-;-;-;-;-;-	5305	CCDC80
ENSG00000093134	6;6;6;6;6;6;6	133043926;133045745;133047861;133049880;133051264;133052514;133054773	133045046;133046118;133048151;133050118;133051799;133052666;133055904	-;-;-;-;-;-;-	3846	VNN3
ENSG00000095303	9;9;9;9;9;9;9;9;9;9;9;9;9;9	125132824;125133359;125133465;125133892;125137601;125140178;125140712;125141054;125143650;125143943;125145788;125148725;125152477;125154468	125133121;125133370;125133551;125134113;125137723;125140294;125140852;125141197;125143831;125144026;125146034;125149011;125152624;125157982	+;+;+;+;+;+;+;+;+;+;+;+;+;+	5607	PTGS1
ENSG00000095585	10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10	97951458;97956664;97959239;97959722;97960738;97963813;97964288;97966767;97967628;97969594;97975077;97975605;97983582;97987166;97990550;97998644;98002491;98006740;98031109	97951848;97956819;97959289;97959914;97960814;97963844;97964610;97966809;97967655;97970059;97975145;97976490;97983745;97987322;97990590;97998920;98002540;98006805;98031344	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3706	BLNK
ENSG00000095637	10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10	97071528;97078077;97081720;97082503;97096278;97098890;97101042;97101321;97106163;97110966;97114639;97115384;97117388;97127407;97131083;97131741;97135730;97141170;97143742;97143995;97146748;97154368;97154758;97156977;97158774;97165875;97170390;97173310;97174251;97175226;97181718;97181947;97192205;97194379;97197247;97200883;97242191;97250494;97252922;97321077	97074883;97078189;97081778;97082562;97097051;97099084;97101167;97101435;97106209;97111133;97114724;97116862;97117560;97127456;97131184;97131806;97135813;97141556;97143871;97144042;97146876;97154430;97154832;97157040;97158946;97165904;97170534;97173521;97174619;97175942;97181830;97181973;97192333;97194474;97197312;97200937;97242428;97250877;97252942;97321171	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10819	SORBS1
ENSG00000095970	6;6;6;6;6	41126244;41126611;41127530;41129001;41130781	41126518;41126844;41127620;41129351;41130924	-;-;-;-;-	1095	TREM2
ENSG00000096696	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	7541808;7555951;7558349;7559459;7562885;7563969;7565592;7566610;7567587;7568014;7568670;7569419;7570670;7571616;7572075;7574319;7574890;7575528;7576527;7577192;7578012;7578697;7579508;7582875	7542318;7556053;7558497;7559633;7563013;7564019;7566050;7566714;7567682;7568139;7568822;7569573;7570796;7571817;7572301;7574485;7575028;7575721;7576689;7577275;7578119;7578795;7581802;7586950	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10093	DSP
ENSG00000099260	1;1;1;1;1;1;1;1	100111499;100127875;100133136;100148822;100152486;100152632;100154331;100159575	100111918;100127955;100135379;100152346;100152519;100152745;100155633;100160097	+;+;+;+;+;+;+;+	8244	PALMD
ENSG00000099958	22;22;22;22	24176690;24179834;24180325;24180751	24179404;24180041;24180632;24181315	-;-;-;-	3796	DERL3
ENSG00000100027	22;22;22;22;22	22051833;22057659;22058128;22064776;22089904	22055507;22057767;22058414;22065197;22090123	-;-;-;-;-	4713	YPEL1
ENSG00000100079	22;22;22;22;22;22	37966255;37966583;37967856;37975907;37976231;37978445	37966419;37966742;37967938;37976087;37976288;37978623	-;-;-;-;-;-	826	LGALS2
ENSG00000100196	22;22;22;22;22;22	38864067;38870334;38870528;38875598;38877217;38878501	38864329;38870363;38870628;38875756;38877640;38879452	+;+;+;+;+;+	1929	KDELR3
ENSG00000100234	22;22;22;22;22	33197687;33245439;33253236;33254004;33255167	33198108;33245521;33253347;33254125;33259030	+;+;+;+;+	4603	TIMP3
ENSG00000100365	22;22;22;22;22;22;22;22;22;22	37257030;37260087;37260961;37263434;37266457;37267694;37268179;37268369;37271695;37273670	37257245;37260171;37261114;37263504;37266584;37267751;37268296;37268467;37272136;37274057	+;+;+;+;+;+;+;+;+;+	1759	NCF4
ENSG00000100368	22;22;22;22;22;22;22;22;22;22;22;22;22;22;22;22	37309670;37318078;37318654;37319286;37319799;37322029;37325444;37325681;37326417;37326697;37328807;37329874;37331393;37331672;37332591;37333419	37309719;37318325;37318772;37319409;37319859;37322219;37325601;37325849;37326552;37326872;37328946;37330036;37331483;37331729;37332694;37336491	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5061	CSF2RB
ENSG00000100385	22;22;22;22;22;22;22;22;22;22;22;22	37521878;37528424;37531368;37532268;37533627;37535112;37538474;37539561;37540125;37545865;37557833;37570998	37524888;37528508;37531482;37532448;37533775;37535262;37538791;37539675;37540245;37546030;37558023;37571094	-;-;-;-;-;-;-;-;-;-;-;-	4700	IL2RB
ENSG00000100450	14;14;14;14;14	25075686;25076355;25076818;25077470;25078765	25075952;25076612;25076953;25077618;25078905	-;-;-;-;-	951	GZMH
ENSG00000100453	14;14;14;14;14;14;14	25100160;25100745;25101530;25101925;25102121;25103116;25103312	25100420;25101324;25101665;25101925;25102281;25103222;25103473	-;-;-;-;-;-;-	1408	GZMB
ENSG00000100490	14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14	50796310;50798644;50801283;50802711;50805664;50807750;50808850;50809624;50811704;50823778;50824742;50825746;50828904;50829608;50829939;50830563;50843055;50844259;50844895;50846823;50856847;50856995;50862419;50863461;50863776;50864304;50877164;50883144	50796899;50799410;50801339;50802938;50805747;50807950;50809327;50809776;50811776;50823983;50824862;50825867;50829112;50829755;50830032;50830694;50843137;50844447;50845150;50846950;50856902;50857170;50863047;50863604;50864122;50864354;50877366;50883179	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5961	CDKL1
ENSG00000100526	14;14;14;14;14;14;14;14;14;14;14	54863567;54866607;54868242;54875282;54875463;54878202;54880324;54882617;54884566;54884932;54886710	54863795;54866694;54868297;54875291;54875507;54878424;54880937;54882648;54884669;54885132;54886936	+;+;+;+;+;+;+;+;+;+;+	1829	CDKN3
ENSG00000100628	14;14;14;14;14;14;14;14;14;14;14;14;14;14	94400499;94404044;94405454;94413695;94417345;94419698;94420537;94421454;94423112;94430680;94434601;94436266;94440294;94442780	94401138;94404197;94406841;94413866;94417590;94419853;94420829;94421925;94423767;94430958;94434639;94436316;94440429;94443137	-;-;-;-;-;-;-;-;-;-;-;-;-;-	5040	ASB2
ENSG00000100721	14;14;14;14	96176304;96177784;96178557;96180284	96177218;96178299;96179111;96180533	-;-;-;-	2236	TCL1A
ENSG00000100767	14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14;14	73704205;73706324;73711352;73712344;73712781;73716484;73717615;73718194;73718372;73718726;73719357;73720462;73721221;73721585;73725687;73725977;73727417;73727864;73728758;73730650;73730919;73731264;73731296;73732078;73733209;73733431;73735087;73739203	73704300;73706540;73711467;73712404;73712883;73716822;73717738;73718274;73718544;73718849;73719483;73720669;73721403;73721726;73725767;73726253;73727537;73728002;73730490;73730752;73731043;73731284;73731434;73732215;73733336;73733539;73735431;73741348	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7699	PAPLN
ENSG00000100985	20;20;20;20;20;20;20;20;20;20;20;20;20	44637547;44638505;44639122;44639561;44639782;44640213;44640776;44641066;44641894;44642296;44642763;44643010;44644889	44637703;44638737;44639270;44639689;44639955;44640386;44640952;44641221;44642173;44642435;44642913;44643113;44645200	+;+;+;+;+;+;+;+;+;+;+;+;+	2336	MMP9
ENSG00000100997	20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20	25275379;25280834;25282855;25283899;25287469;25288602;25289093;25290082;25290836;25295561;25297684;25300835;25303961;25319521;25319863;25320258;25370562;25371149	25275666;25281520;25282982;25284264;25287551;25288681;25289130;25290211;25291108;25295606;25297714;25300954;25304066;25319640;25319987;25320385;25370770;25371619	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3429	ABHD12
ENSG00000101082	20;20;20;20;20;20;20;20	35240721;35242708;35243628;35260998;35261946;35262893;35269648;35274240	35242389;35242840;35243777;35261101;35262032;35262992;35269781;35274619	-;-;-;-;-;-;-;-	2757	SLA2
ENSG00000101109	20;20;20;20;20;20;20;20;20;20;20;20;20;20;20	43595115;43599183;43600719;43601848;43602741;43607084;43610470;43615773;43623731;43625810;43629033;43629808;43653614;43681727;43703659	43595244;43599246;43601561;43602074;43604329;43607212;43610584;43615937;43623898;43625947;43629161;43629994;43653771;43681821;43708600	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	9079	STK4
ENSG00000101162	20;20;20;20	57594309;57597900;57598545;57598760	57594634;57598008;57598655;57601709	+;+;+;+	3496	TUBB1
ENSG00000101307	20;20;20;20;20;20;20;20;20;20;20;20;20;20;20	1544167;1546799;1551163;1552366;1558796;1558984;1569206;1577986;1579468;1583741;1584456;1585388;1586495;1592003;1600515	1546143;1546913;1551783;1552683;1558842;1559340;1569393;1578928;1579582;1583853;1584788;1585705;1586590;1592359;1600707	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6091	SIRPB1
ENSG00000101331	20;20;20;20;20;20;20;20;20;20	30598245;30602707;30605603;30605782;30606746;30610463;30613659;30616798;30617503;30618804	30598287;30602874;30605686;30605965;30607212;30610598;30613722;30616927;30617641;30619984	+;+;+;+;+;+;+;+;+;+	2596	CCM2L
ENSG00000101335	20;20;20;20	35169887;35173262;35176435;35177480	35169964;35173471;35176596;35178228	+;+;+;+	1199	MYL9
ENSG00000101336	20;20;20;20;20;20;20;20;20;20;20;20;20;20;20	30639991;30642019;30657491;30659465;30661122;30661519;30662426;30667577;30671697;30672194;30674431;30676371;30681666;30686807;30689120	30640289;30642084;30657554;30660392;30661164;30661621;30662524;30667680;30671846;30672346;30674610;30676447;30681819;30686938;30689659	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3092	HCK
ENSG00000101347	20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20	35518632;35525971;35526843;35532560;35533767;35539621;35540751;35545125;35545352;35547767;35555585;35559163;35563432;35563744;35569442;35575141;35579839	35521469;35526362;35526947;35532652;35533906;35539736;35540955;35545233;35545452;35547922;35555655;35559278;35563592;35563806;35569514;35575207;35580246	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5214	SAMHD1
ENSG00000101439	20;20;20;20;20	23608534;23614285;23615891;23618257;23619049	23610102;23614636;23616004;23618663;23619110	-;-;-;-;-	2504	CST3
ENSG00000101447	20;20;20;20	37554955;37570602;37576519;37580182	37555568;37570769;37576643;37581703	+;+;+;+	2429	FAM83D
ENSG00000101448	20;20;20;20	44165625;44166603;44169265;44175906	44166189;44166733;44175016;44176391	-;-;-;-	6934	EPPIN
ENSG00000101670	18;18;18;18;18;18;18;18;18;18;18	47087069;47088401;47091687;47093812;47095807;47101739;47107785;47108732;47109926;47113116;47116871	47088260;47088775;47091868;47094133;47095918;47101960;47108222;47108852;47110144;47113220;47119272	+;+;+;+;+;+;+;+;+;+;+	5690	LIPG
ENSG00000101695	18;18;18;18;18;18	29598335;29617079;29621786;29625605;29645865;29648261	29598990;29617232;29622236;29625695;29646104;29653176	+;+;+;+;+;+	6508	RNF125
ENSG00000101825	X;X;X;X;X;X;X	3226606;3235144;3238049;3248059;3248685;3261687;3264556	3229665;3236044;3243016;3248449;3248814;3261902;3264682	-;-;-;-;-;-;-	9793	MXRA5
ENSG00000101916	X;X;X	12924739;12928425;12937163	12924828;12928561;12941288	+;+;+	4353	TLR8
ENSG00000101938	X;X;X;X;X;X;X;X;X;X;X;X	109917084;109922564;109924710;109931822;109937391;109943882;109963063;109964613;110002889;110005923;110035316;110038914	109919589;109922653;109924877;109932031;109937559;109943949;109963156;109964758;110002982;110006035;110035443;110039286	-;-;-;-;-;-;-;-;-;-;-;-	4159	CHRDL1
ENSG00000101955	X;X;X;X;X;X;X;X;X;X;X;X	38008589;38013201;38013715;38016149;38019270;38020186;38024022;38031134;38033413;38037538;38079949;38080579	38009147;38013285;38013836;38016282;38019449;38020307;38024148;38031310;38033604;38037597;38080177;38080696	-;-;-;-;-;-;-;-;-;-;-;-	2105	SRPX
ENSG00000102010	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	15482369;15518952;15525437;15526468;15527452;15529560;15534235;15536052;15540469;15543411;15544165;15548096;15549451;15552335;15554476;15555257;15560105;15561194;15564926;15567963;15574196	15482547;15519063;15525532;15526614;15527556;15529641;15534354;15536116;15540710;15543488;15544218;15548150;15549530;15552462;15554550;15555428;15560321;15561258;15565044;15568120;15574652	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2806	BMX
ENSG00000102024	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	114795501;114827819;114844555;114845115;114848465;114856558;114858653;114863510;114864147;114868312;114869193;114871148;114874030;114874422;114874616;114877625;114879341;114880392;114880722;114881870;114882213;114883749	114795587;114827944;114844635;114845233;114848846;114856721;114858692;114863639;114864279;114868393;114869358;114871290;114874081;114874448;114874815;114877820;114879419;114880506;114880855;114881993;114882337;114885181	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4138	PLS3
ENSG00000102038	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	128580480;128582279;128599497;128599821;128602750;128605181;128614678;128615052;128620995;128622914;128624037;128625918;128627017;128630727;128631822;128633709;128638711;128640057;128641918;128645781;128649664;128649871;128650308;128652338;128657174	128581278;128582420;128599709;128599939;128602882;128605303;128614791;128615162;128621114;128623062;128624169;128626070;128627052;128630848;128632048;128633818;128638779;128640188;128642073;128645960;128649764;128649971;128650474;128652424;128657477	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4101	SMARCA1
ENSG00000102145	X;X;X;X;X;X	48644962;48649498;48650251;48650730;48651579;48652200	48645053;48649736;48650628;48650875;48651704;48652716	+;+;+;+;+;+	1498	GATA1
ENSG00000102174	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	22050559;22056171;22065168;22094506;22095594;22108547;22112101;22115073;22115822;22117124;22129585;22132576;22151640;22186429;22196390;22208561;22231021;22237153;22239730;22244560;22245624;22263450;22265968	22051241;22056655;22065329;22094592;22095820;22108615;22112217;22115156;22116153;22117481;22129678;22132704;22151741;22186506;22196493;22208619;22231075;22237220;22239860;22244625;22245728;22263526;22269427	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7132	PHEX
ENSG00000102362	X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X	99929488;99933388;99934310;99936224;99939693;99944850;99945072;99945560;99946105;99955893;99956216;99956454;99956924;99958089;99959723;99986402;99986991	99931173;99933780;99934409;99936332;99943440;99944956;99945162;99945635;99946209;99955995;99956325;99956669;99957103;99958181;99959882;99986522;99987110	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7518	SYTL4
ENSG00000102524	13;13;13;13;13;13	108903588;108921977;108939151;108955124;108955601;108959174	108903664;108922772;108939207;108955241;108955952;108960832	+;+;+;+;+;+	3059	TNFSF13B
ENSG00000102554	13;13;13;13;13;13;13	73629114;73632930;73634717;73635999;73637962;73649153;73649846	73629296;73633726;73634801;73636872;73638021;73649211;73651676	+;+;+;+;+;+;+	3889	KLF5
ENSG00000102575	19;19;19;19;19;19	11685475;11687058;11687415;11688408;11689400;11689659	11686067;11687403;11688342;11689009;11689579;11689823	-;-;-;-;-;-	2814	ACP5
ENSG00000102879	16;16;16;16;16;16;16;16	30194148;30194743;30195146;30195539;30195673;30196069;30196530;30198703	30194454;30195046;30195282;30195664;30195742;30196285;30198544;30200397	+;+;+;+;+;+;+;+	4871	CORO1A
ENSG00000102962	16;16;16	57392684;57394349;57397416	57392801;57394472;57400102	+;+;+	2929	CCL22
ENSG00000103056	16;16;16;16;16;16;16;16;16;16;16	68392231;68397399;68397645;68398317;68398920;68401355;68402758;68404762;68415948;68420501;68482256	68395662;68397596;68397769;68398809;68398995;68401749;68403117;68406290;68416104;68420562;68482591	-;-;-;-;-;-;-;-;-;-;-	7163	SMPD3
ENSG00000103184	16;16;16;16;16;16;16;16;16;16;16;16;16;16;16;16	5008318;5009256;5037558;5038150;5040768;5041839;5046349;5046856;5050656;5050856;5053403;5055915;5057353;5058422;5061096;5064860	5008446;5009387;5037707;5038281;5040896;5042031;5046461;5047045;5050744;5050926;5053574;5056049;5057487;5058649;5061274;5069159	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6477	SEC14L5
ENSG00000103355	16;16;16;16;16;16	2833954;2835376;2835800;2836090;2836503;2837865	2835172;2835647;2835962;2836122;2836842;2837949	-;-;-;-;-;-	2112	PRSS33
ENSG00000103569	15;15;15;15;15;15;15	58430368;58438921;58458872;58465267;58467117;58471327;58476160	58430875;58439094;58458998;58465404;58467235;58471544;58478110	+;+;+;+;+;+;+	3235	AQP9
ENSG00000103740	15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15	78459810;78465935;78466727;78470956;78471305;78471892;78473097;78474311;78474808;78475047;78485848;78486274;78486848;78500074;78500344;78501487;78504891;78505776;78505865;78518797;78526713;78537611	78463871;78466181;78467154;78471173;78471322;78472122;78473425;78474487;78474957;78475228;78485968;78486362;78487068;78500127;78500444;78501591;78505068;78505841;78506209;78518947;78527049;78538030	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8230	ACSBG1
ENSG00000104093	15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15	51739908;51742326;51743842;51745445;51747348;51748263;51748506;51749525;51750703;51751795;51755273;51756872;51757763;51758381;51763420;51766541;51768786;51770468;51772145;51772739;51778270;51780151;51780745;51783775;51787221;51790749;51795003;51799331;51806639;51809275;51827860;51828363;51829685;51830410;51834530;51837780;51839427;51855578;51856322;51857285;51859240;51868253;51895804;51914656	51741390;51742870;51743894;51745838;51747425;51748390;51748566;51749663;51751387;51751979;51755693;51757073;51757848;51758508;51763598;51766789;51768916;51770544;51772336;51773820;51778534;51780316;51780842;51783944;51787331;51792428;51795230;51799450;51806756;51809364;51827981;51829059;51829956;51830649;51834704;51837963;51839605;51855644;51856457;51857363;51860755;51868378;51895898;51915030	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	13807	DMXL2
ENSG00000104205	8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8	67624653;67649461;67687449;67687801;67690192;67702958;67705849;67710777;67716610;67726088;67734607;67740889;67743489;67747998;67748178;67752036;67752915;67755687;67759428;67763066;67771646	67625068;67649901;67687554;67687871;67690324;67703066;67706067;67710860;67716682;67726163;67734694;67740938;67743548;67748081;67748309;67752482;67753345;67755782;67759583;67763155;67774257	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5974	SGK3
ENSG00000104267	8;8;8;8;8;8;8;8	86376081;86377501;86385618;86385922;86386553;86388027;86389349;86392899	86376344;86377698;86385697;86386205;86386806;86388089;86389504;86393722	+;+;+;+;+;+;+;+	2123	CA2
ENSG00000104332	8;8;8;8	41119481;41160980;41164241;41166135	41123008;41161057;41164509;41167016	-;-;-;-	4757	SFRP1
ENSG00000104368	8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8	42032236;42036415;42037444;42037601;42038008;42039455;42039858;42042213;42045424;42046452;42048890;42050632;42051138;42053166;42064165;42065012	42033669;42036581;42037584;42037896;42038282;42039540;42040408;42045090;42046007;42046589;42048932;42050729;42051245;42053216;42064216;42065242	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7133	PLAT
ENSG00000104413	8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8	95653302;95653840;95655528;95658396;95661766;95674500;95674729;95676925;95677155;95677382;95680177;95683681;95686536;95690431;95704905;95709080;95717882	95653678;95654312;95655644;95658680;95661867;95674598;95674783;95677035;95677287;95677426;95680593;95683899;95686734;95690599;95705055;95709189;95719694	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	4875	ESRP1
ENSG00000104415	8;8;8;8;8	134203282;134225107;134232824;134237633;134239654	134203456;134225386;134233084;134237826;134242587	+;+;+;+;+	3844	WISP1
ENSG00000104435	8;8;8;8;8;8;8	80523049;80523970;80549037;80553613;80567106;80575815;80577050	80523449;80524026;80549132;80553785;80567297;80575896;80578410	+;+;+;+;+;+;+	2362	STMN2
ENSG00000104490	8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8;8	102698771;102705019;102731480;102733441;102758053;102762235;102762826;102792150;102798083;102800862;102803090;102864800;102899369;102927740;102962486;102987488;102998684;103032465;103041238;103082217;103135987;103136465;103136798	102701634;102706617;102731876;102733579;102758221;102762390;102762915;102792207;102798280;102801257;102803205;102864898;102899455;102928086;102962588;102987557;102998834;103032634;103041324;103082334;103136178;103136562;103137135	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8042	NCALD
