Geneid	Chr	Start	End	Strand	Length	SYMBOL
ENSG00000100351	22;22;22;22;22;22;22;22;22	40297086;40322595;40342821;40351823;40356059;40361994;40364046;40365379;40366909	40297334;40322857;40344485;40351914;40356179;40362162;40364700;40365537;40369725	+;+;+;+;+;+;+;+;+	6190	GRAP2
ENSG00000100373	22;22;22;22;22;22	45680863;45681822;45683053;45684942;45689062;45691441	45680946;45681977;45683332;45685024;45689194;45691755	+;+;+;+;+;+	1051	UPK3A
ENSG00000100385	22;22;22;22;22;22;22;22;22;22;22;22	37521878;37528424;37531368;37532268;37533627;37535112;37538474;37539561;37540125;37545865;37557833;37570998	37524888;37528508;37531482;37532448;37533775;37535262;37538791;37539675;37540245;37546030;37558023;37571094	-;-;-;-;-;-;-;-;-;-;-;-	4700	IL2RB
ENSG00000100448	14;14;14;14	25042728;25043451;25043881;25045375	25043016;25043705;25044618;25045466	-;-;-;-	1374	CTSG
ENSG00000100450	14;14;14;14;14	25075686;25076355;25076818;25077470;25078765	25075952;25076612;25076953;25077618;25078905	-;-;-;-;-	951	GZMH
ENSG00000100453	14;14;14;14;14;14;14	25100160;25100745;25101530;25101925;25102121;25103116;25103312	25100420;25101324;25101665;25101925;25102281;25103222;25103473	-;-;-;-;-;-;-	1408	GZMB
ENSG00000100721	14;14;14;14	96176304;96177784;96178557;96180284	96177218;96178299;96179111;96180533	-;-;-;-	2236	TCL1A
ENSG00000100985	20;20;20;20;20;20;20;20;20;20;20;20;20	44637547;44638505;44639122;44639561;44639782;44640213;44640776;44641066;44641894;44642296;44642763;44643010;44644889	44637703;44638737;44639270;44639689;44639955;44640386;44640952;44641221;44642173;44642435;44642913;44643113;44645200	+;+;+;+;+;+;+;+;+;+;+;+;+	2336	MMP9
ENSG00000101017	20;20;20;20;20;20;20;20;20;20	44746911;44750363;44750872;44751249;44751765;44755279;44755846;44756777;44756969;44757521	44747033;44750537;44750997;44751395;44751858;44755800;44755928;44756863;44756997;44758502	+;+;+;+;+;+;+;+;+;+	2368	CD40
ENSG00000101280	20;20;20;20;20;20;20;20;20	853296;854927;858804;860390;861814;865721;868961;870856;896549	853763;855057;858970;860491;861929;865968;869082;871011;896977	-;-;-;-;-;-;-;-;-	1939	ANGPT4
ENSG00000101336	20;20;20;20;20;20;20;20;20;20;20;20;20;20;20	30639991;30642019;30657491;30659465;30661122;30661519;30662426;30667577;30671697;30672194;30674431;30676371;30681666;30686807;30689120	30640289;30642084;30657554;30660392;30661164;30661621;30662524;30667680;30671846;30672346;30674610;30676447;30681819;30686938;30689659	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3092	HCK
ENSG00000101425	20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20;20	36888551;36917118;36917429;36919751;36932525;36935969;36937332;36938893;36940276;36946051;36946815;36948188;36948530;36950039;36952272;36953176;36954667;36955990;36959450;36962832;36963875;36965548	36888758;36917349;36917559;36922294;36932755;36936083;36937460;36939054;36940339;36946139;36946878;36948383;36948676;36950210;36952448;36953235;36954834;36956057;36959492;36962895;36964076;36965907	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5626	BPI
ENSG00000101916	X;X;X	12924739;12928425;12937163	12924828;12928561;12941288	+;+;+	4353	TLR8
ENSG00000102032	X;X;X;X;X;X;X;X;X;X;X;X;X	153200716;153200942;153201452;153202545;153205555;153206931;153207403;153207698;153208307;153208987;153209347;153209532;153210032	153200857;153201029;153201558;153202641;153205686;153207106;153207484;153207994;153208531;153209170;153209422;153209870;153210232	-;-;-;-;-;-;-;-;-;-;-;-;-	2146	RENBP
ENSG00000102245	X;X;X;X;X	135730352;135732425;135736532;135738515;135741198	135730563;135732556;135736589;135738577;135742549	+;+;+;+;+	1817	CD40LG
ENSG00000102445	13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13;13	46916139;46918876;46919582;46923421;46924248;46930567;46933621;46935576;46936673;46937250;46942173;46942868;46946076;46952025;46952582;46961269;46961812;46963920;47011520	46917632;46918966;46919735;46923482;46925142;46930631;46933766;46935708;46936733;46937348;46942384;46942950;46946732;46952140;46952780;46961635;46962014;46964177;47012325	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6101	KIAA0226L
ENSG00000102575	19;19;19;19;19;19	11685475;11687058;11687415;11688408;11689400;11689659	11686067;11687403;11688342;11689009;11689579;11689823	-;-;-;-;-;-	2814	ACP5
ENSG00000102962	16;16;16	57392684;57394349;57397416	57392801;57394472;57400102	+;+;+	2929	CCL22
ENSG00000102970	16;16;16;16	57438679;57447786;57448993;57449677	57438748;57447914;57449110;57449974	+;+;+;+	615	CCL17
ENSG00000103056	16;16;16;16;16;16;16;16;16;16;16	68392231;68397399;68397645;68398317;68398920;68401355;68402758;68404762;68415948;68420501;68482256	68395662;68397596;68397769;68398809;68398995;68401749;68403117;68406290;68416104;68420562;68482591	-;-;-;-;-;-;-;-;-;-;-	7163	SMPD3
ENSG00000103313	16;16;16;16;16;16;16;16;16;16;16;16	3292028;3293860;3294136;3294473;3296410;3297016;3298465;3298909;3299431;3301957;3304158;3306311	3293694;3294067;3294286;3294588;3296547;3297967;3298562;3299004;3299780;3302049;3304790;3306627	-;-;-;-;-;-;-;-;-;-;-;-	4819	MEFV
ENSG00000103569	15;15;15;15;15;15;15	58430368;58438921;58458872;58465267;58467117;58471327;58476160	58430875;58439094;58458998;58465404;58467235;58471544;58478110	+;+;+;+;+;+;+	3235	AQP9
ENSG00000104043	15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15;15	50150435;50154442;50158543;50168475;50168840;50171573;50175356;50178008;50187089;50190265;50193289;50193984;50200242;50209131;50211036;50212443;50214421;50215576;50223316;50226214;50254174;50264779;50271803;50273403;50279588;50288874;50294350;50301469;50303042;50311086;50330965;50336791;50339548;50366324;50399136;50405395;50406623;50411320;50411529;50474458	50152672;50154572;50158681;50168803;50168892;50171785;50175405;50178122;50189712;50190448;50193436;50194480;50200290;50209473;50211147;50212607;50214602;50215691;50223504;50226379;50254217;50264987;50272010;50273491;50279746;50288956;50294420;50301873;50303114;50311173;50331026;50336889;50339661;50366382;50399205;50405513;50406701;50411423;50411654;50475014	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10861	ATP8B4
ENSG00000104055	15;15;15;15;15;15;15;15;15;15;15;15;15	43524793;43525752;43526967;43527667;43531015;43533050;43533215;43544957;43545704;43548766;43552250;43552598;43559038	43525542;43525885;43527127;43528035;43531941;43533188;43533448;43545134;43545832;43548884;43552495;43552777;43559055	-;-;-;-;-;-;-;-;-;-;-;-;-	3584	TGM5
ENSG00000104290	8;8;8;8;8;8;8;8	28351729;28357450;28360187;28378155;28384664;28409120;28413255;28420315	28351860;28357495;28360719;28378351;28385681;28409268;28413488;28431775	+;+;+;+;+;+;+;+	13770	FZD3
ENSG00000104432	8;8;8;8;8;8;8;8;8;8;8;8;8	79587978;79598124;79630135;79631244;79633255;79633583;79645007;79648709;79650739;79652237;79659129;79710069;79717148	79588339;79598182;79630277;79631345;79633370;79633675;79646067;79648762;79650870;79652317;79659331;79710443;79717758	-;-;-;-;-;-;-;-;-;-;-;-;-	3392	IL7
ENSG00000104814	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	39078281;39079818;39083090;39083911;39086125;39086579;39086952;39087674;39087966;39090565;39090717;39092081;39096049;39096208;39096813;39098504;39098752;39100236;39100549;39101691;39101883;39103251;39104520;39104683;39106818;39107994;39108208;39108437;39109405	39078457;39079915;39083137;39084009;39086370;39086641;39087126;39087777;39088234;39090625;39090793;39092165;39096131;39096370;39096855;39098673;39098810;39100314;39100665;39101772;39101945;39103382;39104592;39105513;39106899;39108084;39108265;39108643;39109522	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3953	MAP4K1
ENSG00000104894	19;19;19;19;19;19;19;19	49838428;49838653;49840404;49840883;49841413;49841957;49842587;49846540	49838579;49840290;49840503;49841286;49841458;49842193;49844117;49846592	+;+;+;+;+;+;+;+	4161	CD37
ENSG00000104921	19;19;19;19;19;19;19;19;19;19	7753644;7755045;7755292;7761711;7761899;7762413;7763242;7764263;7764625;7766901	7754316;7755151;7755443;7761800;7762184;7762475;7763740;7764281;7764970;7767032	-;-;-;-;-;-;-;-;-;-	2367	FCER2
ENSG00000105205	19;19;19;19	40221890;40224923;40225637;40228578	40222145;40225133;40225713;40228668	-;-;-;-	635	CLC
ENSG00000105246	19;19;19;19;19	4229495;4231188;4233028;4234664;4236933	4229614;4231320;4233304;4234821;4237528	+;+;+;+;+	1284	EBI3
ENSG00000105369	19;19;19;19	42381190;42383060;42384737;42384934	42381453;42383723;42384805;42385439	+;+;+;+	1503	CD79A
ENSG00000105374	19;19;19	51874860;51875194;51875633	51875089;51875561;51875969	-;-;-	935	NKG7
ENSG00000105383	19;19;19;19;19;19;19	51728320;51729059;51729565;51738412;51738773;51746298;51746665	51728854;51729337;51729612;51738508;51743271;51746363;51747115	+;+;+;+;+;+;+	5975	CD33
ENSG00000105613	19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19;19	12944765;12949083;12949287;12951260;12951805;12954343;12958049;12958426;12958633;12962748;12962929;12963142;12969176;12969345;12975623;12975860;12976531;12976794;12977467;12978288;12978544;12979415;12979880;12981638;12981850;12984068;12984423	12944820;12949114;12949469;12951348;12951880;12954421;12958264;12958615;12959793;12962849;12963061;12963209;12969255;12969735;12975761;12976295;12976632;12976916;12977576;12978466;12978791;12979663;12980109;12981760;12981986;12984325;12985765	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6533	MAST1
ENSG00000105810	7;7;7;7;7;7;7;7;7;7	92234235;92247386;92252350;92300549;92354940;92404010;92462405;92463187;92464342;92465792	92244600;92247591;92252400;92300849;92355107;92404145;92463004;92463231;92464611;92465908	-;-;-;-;-;-;-;-;-;-	12260	CDK6
ENSG00000105991	7;7	27132612;27134880	27134414;27135615	-;-	2539	HOXA1
ENSG00000107551	10;10;10;10;10;10;10;10;10;10;10	45454855;45465613;45476340;45476487;45478358;45484722;45485065;45485986;45486396;45487353;45488717	45455314;45467296;45476375;45478111;45480418;45484823;45485169;45486276;45486791;45487450;45491339	+;+;+;+;+;+;+;+;+;+;+	9481	RASSF4
ENSG00000107742	10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10	73818793;73822761;73823936;73826660;73827371;73827945;73828489;73828968;73829800;73830070;73831902;73832261;73832476;73832660;73845984;73847897;73848749	73822663;73822920;73823998;73826878;73827490;73828059;73828623;73829009;73829909;73830184;73832016;73832306;73832483;73832668;73846750;73848531;73848790	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	6572	SPOCK2
ENSG00000108272	17;17;17	34948228;34951017;34952727	34948586;34951610;34957235	+;+;+	5462	DHRS11
ENSG00000108405	17;17;17;17;17;17;17;17;17;17;17;17	3799886;3801303;3801778;3802228;3802928;3806496;3806845;3807624;3808152;3808514;3818640;3819383	3801173;3801404;3801843;3802318;3803055;3806637;3807318;3808037;3808223;3808661;3819272;3819794	-;-;-;-;-;-;-;-;-;-;-;-	3970	P2RX1
ENSG00000108688	17;17;17	32597240;32598112;32598716	32597385;32598282;32599261	+;+;+	863	CCL7
ENSG00000108700	17;17;17	32646055;32647288;32647821	32646596;32647405;32648421	+;+;+	1261	CCL8
ENSG00000108702	17;17;17	32687347;32688804;32690105	32687680;32688915;32690250	-;-;-	592	CCL1
ENSG00000108771	17;17;17;17;17;17;17;17;17;17;17;17;17;17	40253422;40254234;40255231;40256784;40257036;40257754;40259622;40260000;40261288;40262741;40263314;40263743;40264131;40264623	40253964;40254827;40255816;40256945;40257185;40258007;40259866;40260126;40261404;40262931;40263515;40263911;40264504;40264751	-;-;-;-;-;-;-;-;-;-;-;-;-;-	3843	DHX58
ENSG00000109743	4;4;4;4;4;4;4;4;4;4;4;4;4	15704573;15706543;15707138;15709132;15713429;15716908;15717330;15720530;15724498;15725058;15733363;15737676;15739410	15704955;15706587;15707264;15709269;15713512;15716984;15717422;15720616;15724557;15725289;15734410;15737754;15739936	+;+;+;+;+;+;+;+;+;+;+;+;+	2980	BST1
ENSG00000109943	11;11;11;11;11;11;11;11;11;11	122709208;122720776;122722401;122724651;122726403;122733011;122735299;122738117;122738721;122741977	122709300;122720922;122722553;122724794;122726564;122733252;122735427;122738263;122738807;122743347	+;+;+;+;+;+;+;+;+;+	2675	CRTAM
ENSG00000110077	11;11;11;11;11;11;11;11;11;11	59939081;59942875;59944492;59945452;59946267;59946964;59949791;59950278;59951195;59951746	59940602;59943084;59944888;59945826;59946301;59949214;59950031;59950804;59951439;59952139	-;-;-;-;-;-;-;-;-;-	6197	MS4A6A
ENSG00000110347	11;11;11;11;11;11;11;11;11;11;11	102733467;102734877;102736507;102737046;102738001;102738639;102742315;102742324;102742534;102743595;102745566	102733931;102734983;102736666;102737179;102738124;102738799;102742320;102742449;102742682;102743842;102745764	-;-;-;-;-;-;-;-;-;-;-	1879	MMP12
ENSG00000110446	11;11;11;11;11;11;11;11	60704556;60704988;60705342;60706952;60714004;60715247;60718466;60719973	60704845;60705038;60705604;60711308;60714293;60715291;60719257;60720002	-;-;-;-;-;-;-;-	6118	SLC15A3
ENSG00000110448	11;11;11;11;11;11;11;11;11;11;11	60869867;60882528;60885647;60886387;60886706;60889083;60890379;60891356;60892504;60893223;60893760	60870087;60882566;60885952;60886449;60887047;60889376;60890504;60891409;60892623;60893313;60895324	+;+;+;+;+;+;+;+;+;+;+	3221	CD5
ENSG00000110841	12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12	27676364;27677075;27691056;27731085;27737058;27752281;27786295;27787843;27798995;27800662;27802943;27807319;27808076;27809549;27811749;27813817;27817295;27820099;27824364;27825360;27826700;27827125;27829361;27829997;27832422;27832733;27834479;27835320;27835548;27840318;27841122;27841948;27844682;27845524;27845729	27676640;27677298;27691232;27731172;27737351;27752412;27786393;27790252;27799081;27800910;27803074;27807747;27808168;27810056;27811781;27813878;27817379;27820253;27824479;27825416;27826760;27827154;27829532;27830029;27832572;27832994;27834629;27835431;27835636;27840440;27841356;27842136;27844861;27845589;27848497	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10330	PPFIBP1
ENSG00000110848	12;12;12;12	9905082;9906735;9908556;9913353	9906185;9907857;9909015;9913497	-;-;-;-	2832	CD69
ENSG00000110987	12;12;12;12;12;12	122457328;122468606;122473237;122481792;122492711;122496998	122460089;122468687;122473333;122482277;122492895;122499948	+;+;+;+;+;+	6563	BCL7A
ENSG00000111012	12;12;12;12;12;12;12;12	58156117;58157394;58157881;58158161;58158794;58159790;58160630;58162663	58157038;58157591;58157959;58158709;58159468;58160294;58161034;58162769	-;-;-;-;-;-;-;-	3440	CYP27B1
ENSG00000111186	12;12;12;12;12;12;12;12;12;12;12	1639057;1639985;1683823;1725826;1738363;1739063;1739978;1741824;1748850;1753963;1754960	1639175;1640116;1684007;1726309;1738537;1739392;1740600;1742072;1749142;1754227;1756409	+;+;+;+;+;+;+;+;+;+;+	4305	WNT5B
ENSG00000111536	12;12;12;12;12	68595131;68595798;68618929;68619224;68619366	68595711;68595863;68619063;68619280;68619601	-;-;-;-;-	1075	IL26
ENSG00000111537	12;12;12;12	68548548;68551693;68551971;68553282	68549267;68551875;68552039;68553527	-;-;-;-	1218	IFNG
ENSG00000111728	12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12;12	22216707;22219279;22221797;22223506;22240798;22257039;22260093;22271246;22303132;22346325;22376206;22401760;22403664;22408214;22421446;22440083;22477313;22486931;22489046;22507113;22507631;22529600;22589810	22216861;22219369;22221954;22223559;22240858;22257123;22260470;22271423;22303168;22354972;22376707;22402032;22403721;22408323;22421547;22440227;22479275;22487648;22489134;22507259;22507717;22529877;22589975	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	14483	ST8SIA1
ENSG00000111729	12;12;12;12;12;12	8276228;8278157;8281860;8288181;8289384;8290736	8276556;8278273;8281958;8288332;8289499;8291203	+;+;+;+;+;+	1281	CLEC4A
ENSG00000111796	12;12;12;12;12;12	9747147;9750642;9751095;9752363;9754097;9760351	9748017;9750757;9751249;9752437;9754195;9760482	-;-;-;-;-;-	1448	KLRB1
ENSG00000111816	6;6;6;6;6;6;6;6;6	116252312;116264183;116265407;116277615;116288714;116289739;116323848;116325040;116381131	116263788;116264348;116265588;116277773;116288882;116289902;116323935;116325161;116381921	-;-;-;-;-;-;-;-;-	13318	FRK
ENSG00000111837	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	10762956;10770344;10775561;10784657;10785053;10791908;10796231;10797849;10802125;10803953;10809043;10813877;10818083;10819119;10830781;10838575;10838736	10764839;10770463;10775692;10784805;10785157;10792080;10796542;10798106;10802292;10804124;10809175;10813956;10818204;10819173;10831112;10838728;10838764	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4378	MAK
ENSG00000111885	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	119498374;119501477;119509570;119510829;119514942;119522419;119525924;119527723;119532011;119569425;119611848;119623153;119628061;119653101;119669628;119670707	119501110;119501592;119509742;119511048;119515057;119522512;119526047;119528068;119532095;119569519;119611928;119623268;119628157;119653169;119670452;119670926	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	5514	MAN1A1
ENSG00000111913	6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6;6	24797601;24804513;24809945;24818770;24825454;24828365;24830737;24832484;24835931;24839319;24839587;24840351;24843090;24847770;24848253;24850030;24850825;24852803;24861201;24865529;24869322;24871094;24873109;24873872;24875919;24877179;24911046;24936066;25042079	24798065;24806701;24810035;24818853;24825656;24828523;24830898;24832619;24836278;24839500;24839827;24841003;24843782;24847919;24848382;24850178;24850950;24852846;24861264;24865678;24869375;24871117;24873187;24874027;24876045;24877583;24911195;24936188;25042238	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	7697	FAM65B
ENSG00000112115	6;6;6	52051185;52052401;52053853	52051256;52052603;52055436	+;+;+	1859	IL17A
ENSG00000112182	6;6;6;6;6;6;6;6;6;6;6;6	90636248;90647863;90659989;90717809;90718321;90798680;90814084;90916288;90927698;90962232;90981568;91006199	90642609;90648069;90661581;90717977;90718575;90798828;90814154;90916400;90927964;90962309;90981660;91006627	-;-;-;-;-;-;-;-;-;-;-;-	9786	BACH2
ENSG00000112195	6;6;6;6;6	41158015;41160539;41162163;41165847;41168692	41160244;41160639;41162571;41166167;41168932	-;-;-;-;-	3302	TREML2
ENSG00000112299	6;6;6;6;6;6;6	133002729;133005474;133013362;133014163;133015129;133032848;133034965	133004461;133005644;133013723;133014454;133015321;133032978;133035188	-;-;-;-;-;-;-	3106	VNN1
ENSG00000112303	6;6;6;6;6;6;6;6;6;6;6	133065009;133070834;133072284;133073600;133074557;133074967;133076982;133078555;133078810;133081771;133084522	133065630;133071004;133072657;133073888;133074700;133075088;133077174;133078685;133079147;133081942;133084598	-;-;-;-;-;-;-;-;-;-;-	2633	VNN2
ENSG00000112486	6;6;6;6	167525295;167536257;167549526;167549728	167525502;167536711;167549631;167553184	+;+;+;+	4226	CCR6
ENSG00000112799	6;6;6;6;6;6	6588341;6588902;6625159;6626526;6649858;6654777	6588683;6589103;6625245;6626654;6649910;6655216	+;+;+;+;+;+	1254	LY86
ENSG00000112818	6;6;6;6;6;6;6;6;6;6;6;6;6;6	46761127;46761289;46761403;46766343;46766843;46777157;46787266;46793009;46794091;46797093;46800811;46802315;46802986;46806717	46761204;46761313;46761453;46766383;46766918;46777274;46787441;46793230;46794240;46797308;46801275;46802488;46803286;46807515	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2892	MEP1A
ENSG00000113088	5;5;5;5;5	54320081;54320488;54326201;54327192;54329593	54320214;54320635;54326412;54327461;54330398	+;+;+;+;+	1570	GZMK
ENSG00000113263	5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5	156569944;156593099;156607837;156622096;156635900;156638298;156640578;156641202;156644877;156649759;156655306;156659350;156665119;156667072;156670633;156671901;156672891;156675860;156679617	156569997;156593157;156608126;156622918;156636004;156638522;156640708;156641330;156644917;156650024;156655371;156659404;156665201;156668730;156671488;156672800;156673009;156676017;156682201	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	8604	ITK
ENSG00000113302	5;5;5;5;5;5;5;5	158741791;158743693;158745744;158747314;158749402;158750062;158753703;158757440	158743108;158743824;158745901;158747528;158749519;158750337;158753790;158757895	-;-;-;-;-;-;-;-	2761	IL12B
ENSG00000113303	5;5;5;5;5;5;5;5;5	180326077;180329346;180335586;180336564;180338339;180374512;180375355;180376239;180376904	180326359;180329396;180335933;180336697;180338614;180375353;180375946;180376633;180377906	+;+;+;+;+;+;+;+;+	3924	BTNL8
ENSG00000113520	5;5;5;5	132009678;132010050;132015406;132018178	132009877;132010198;132015582;132018368	+;+;+;+	717	IL4
ENSG00000113525	5;5;5;5	131877136;131877707;131878786;131892366	131877601;131877835;131879612;131892530	-;-;-;-	1587	IL5
ENSG00000114013	3;3;3;3;3;3;3;3	121774213;121796691;121810448;121822359;121825045;121828112;121836895;121838285	121774350;121796892;121811009;121822694;121825347;121828255;121836940;121839983	+;+;+;+;+;+;+;+	3430	CD86
ENSG00000114767	3;3;3;3;3;3;3;3;3;3;3;3;3;3;3	51967446;51967724;51968488;51968647;51969213;51969358;51969608;51970273;51970447;51971208;51971561;51971685;51972111;51975425;51975797	51967615;51967797;51968567;51968792;51969275;51969492;51969708;51970365;51970571;51971334;51971602;51971752;51972220;51975507;51975957	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1578	RRP9
ENSG00000115008	2;2;2;2;2;2;2	113531492;113535564;113537073;113539181;113540293;113541301;113542020	113532844;113535688;113537243;113539403;113540341;113541355;113542167	-;-;-;-;-;-;-	2124	IL1A
ENSG00000115009	2;2;2;2	228678558;228680085;228681023;228681778	228678703;228680700;228681100;228682272	+;+;+;+	1335	CCL20
ENSG00000115085	2;2;2;2;2;2;2;2;2;2;2;2	98330023;98330379;98340479;98340924;98341318;98341555;98349165;98349588;98349760;98353936;98354220;98355838	98330137;98330457;98340901;98341147;98341356;98341715;98349484;98349675;98351919;98354128;98355040;98356325	+;+;+;+;+;+;+;+;+;+;+;+	5111	ZAP70
ENSG00000115523	2;2;2;2;2;2	85912298;85921414;85923081;85924111;85925521;85925687	85912344;85922546;85923920;85924800;85925570;85925977	+;+;+;+;+;+	3051	GNLY
ENSG00000115602	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	102927962;102929369;102929812;102953608;102954576;102955297;102956558;102957126;102957648;102958683;102959496;102959730;102964405;102965539;102967996	102928083;102929507;102929896;102953797;102954785;102955926;102956732;102957288;102957817;102958754;102959637;102962560;102964551;102965706;102968497	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5746	IL1RL1
ENSG00000115604	2;2;2;2;2;2;2;2;2;2;2;2;2	102927989;102972389;102979093;102984285;102988413;102990397;102992367;102998080;103001338;103003321;103006516;103010929;103012991	102928083;102972860;102979376;102984528;102988578;102990441;102992523;102998142;103001458;103003460;103006677;103011087;103015218	+;+;+;+;+;+;+;+;+;+;+;+;+	4336	IL18R1
ENSG00000115607	2;2;2;2;2;2;2;2;2;2;2;2	103035149;103035905;103039616;103040271;103040691;103053672;103057772;103059660;103061649;103063530;103067308;103068226	103035400;103036257;103039807;103040650;103040874;103053822;103057837;103059783;103061800;103063667;103067481;103069025	+;+;+;+;+;+;+;+;+;+;+;+	2966	IL18RAP
ENSG00000115687	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	242045514;242046768;242047582;242047882;242051655;242052722;242054703;242062147;242063364;242065611;242067123;242072289;242075286;242076419;242077368;242078069;242078967;242079300;242079936;242082252;242085165;242088829;242089023	242046138;242046914;242047715;242049195;242052201;242054592;242054828;242062314;242063548;242066866;242067174;242074184;242075454;242076679;242077502;242078209;242079010;242079470;242080282;242082489;242085275;242088919;242089679	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	10686	PASK
ENSG00000115828	2;2;2;2;2;2;2;2;2	37571717;37579932;37585855;37586723;37594266;37595424;37596828;37599499;37599825	37571994;37580078;37586031;37587196;37594551;37595802;37596927;37599615;37600465	+;+;+;+;+;+;+;+;+	2599	QPCT
ENSG00000115919	2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2	143635067;143637032;143638914;143642918;143676178;143685228;143704678;143711591;143712379;143713772;143715210;143718193;143742653;143743517;143746414;143746911;143787196;143790805;143797997;143799616	143635305;143637235;143638999;143643105;143676298;143685310;143704990;143711636;143712440;143713843;143715644;143718339;143742751;143743590;143746473;143747106;143787248;143790890;143798227;143799890	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3070	KYNU
ENSG00000116191	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	178694300;178745817;178753553;178754692;178777180;178780450;178790747;178802559;178846633;178848037;178852601;178854211;178855104;178858777;178861365;178862973;178866799;178871241;178875911;178885465	178694554;178745956;178753657;178754742;178777263;178780539;178790839;178802685;178846770;178848923;178852668;178854756;178855255;178858831;178861442;178863460;178866891;178871346;178876002;178889238	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7422	RALGPS2
ENSG00000116701	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	183524698;183529231;183532330;183532569;183534839;183536055;183536339;183538277;183539915;183542320;183543622;183546734;183556030;183559291;183559975	183525365;183529408;183532441;183533186;183534914;183536123;183536480;183538360;183539974;183542427;183543756;183546842;183556112;183559739;183560011	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2928	NCF2
ENSG00000116748	1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	115215719;115216260;115216530;115217373;115218151;115218498;115219972;115220531;115220954;115222200;115222880;115226820;115229366;115231182;115236057;115238071	115215893;115216370;115216703;115217493;115218314;115218624;115220135;115220662;115221148;115222329;115223099;115226985;115229620;115231362;115236068;115238239	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2496	AMPD1
ENSG00000116824	1;1;1;1;1	117297007;117297253;117303024;117307106;117311086	117297175;117297643;117303254;117307228;117311850	+;+;+;+;+	1679	CD2
ENSG00000117036	1;1;1;1;1	157090983;157102937;157104884;157106099;157108108	157095771;157104019;157105500;157106157;157108266	-;-;-;-;-	6707	ETV3
ENSG00000117090	1;1;1;1;1;1;1;1	160577890;160582278;160585526;160589566;160593886;160604403;160606801;160616660	160580588;160582370;160585558;160589639;160593975;160604687;160607319;160617085	-;-;-;-;-;-;-;-	4219	SLAMF1
ENSG00000117281	1;1;1;1;1	145695798;145704017;145706686;145710179;145715526	145699090;145704343;145706861;145710284;145715614	-;-;-;-;-	3991	CD160
